art_id,entity_text,cdmx_official_name,doc_id,match_quality,openai_response
27942EDC_29,Ley de Gobierno Electrónico de la Ciudad de México,,,no_match,NO_MATCH
27942EDC_32,Ley de Firma Electrónica de la Ciudad de México,,,no_match,NO_MATCH
A38C6416_2,Ley para ser indemnizados en caso de ser afectados en sus bienes o derechos,,,no_match,NO_MATCH
CEF5E63A_22,ley de la materia,,,no_match,NO_MATCH
CEF5E63A_37,ley de la materia determine,,,no_match,NO_MATCH
6F21C500_16,ley de la materia,,,no_match,NO_MATCH
9DEF584C_67,Ley de la materia,,,no_match,NO_MATCH
04042649_11,Ley del informe sobre los asuntos y recursos a su cargo,,,no_match,NO_MATCH
04042649_11,Ley Federal de Responsabilidad de los Servidores Públicos,,,no_match,NO_MATCH
0838354E_25,ley de la materia,,,no_match,NO_MATCH
0838354E_96,Ley sobre el particular,,,no_match,NO_MATCH
88D533C3_3,Ley de Telecomunicaciones,,,no_match,NO_MATCH
88D533C3_5,Ley de Telecomunicaciones,,,no_match,NO_MATCH
88D533C3_30,Ley de Telecomunicaciones,,,no_match,NO_MATCH
0FC021B6_5BIS,Ley de dicho Instituto,,,no_match,NO_MATCH
381DBA28_13,ley de la materia,,,no_match,NO_MATCH
381DBA28_13,ley de la materia,,,no_match,NO_MATCH
381DBA28_13,ley de la materia,,,no_match,NO_MATCH
381DBA28_27,ley de la materia,,,no_match,NO_MATCH
6D963B8E_3,Ley del Sistema y la normatividad aplicable,,,no_match,NO_MATCH
6D963B8E_13,Ley del Sistema conforme a la vigencia que corresponda a éstas,,,no_match,NO_MATCH
8D43A2CC_74,Ley Federal de Trabajadores por todo el tiempo que dure en el cargo,,,no_match,NO_MATCH
84DE023E_21,Ley General y esta Ley,,,no_match,NO_MATCH
84DE023E_25,Ley General y otras leyes,,,no_match,NO_MATCH
84DE023E_25,Ley General y esta Ley,,,no_match,NO_MATCH
84DE023E_48,Ley General y esta Ley,,,no_match,NO_MATCH
84DE023E_60,Ley General por motivos de seguridad,,,no_match,NO_MATCH
84DE023E_78,Ley General y esta Ley,,,no_match,NO_MATCH
84DE023E_96,Ley General para garantizar su prevención,,,no_match,NO_MATCH
36BD1180_25,Ley para sus integrantes,,,no_match,NO_MATCH
A09725E8_3,Ley de Salvaguarda del Patrimonio Urbanístico Arquitectónico del Distrito Federal,,,no_match,NO_MATCH
B9F4888D_2,Ley Orgánica del Departamento del Distrito Federal,,,no_match,NO_MATCH
B9F4888D_3,Ley de Hacienda Local,,,no_match,NO_MATCH
56C2EF59_58QUATER,ley de la materia,,,no_match,NO_MATCH
81B02B58_38,ley de la materia le otorgue esa calidad,,,no_match,NO_MATCH
81B02B58_102,ley de la materia,,,no_match,NO_MATCH
DC78E7E4_39,Ley de la materia,,,no_match,NO_MATCH
