art_id,entity_text,cdmx_official_name,cdmx_doc_id,match_quality,openai_response
35C270ED_968,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
1D831B5C_21,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
13D9A1E2_1,Código de Ética constituyen un catálogo de valores y principios aplicables a todos los ser,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
13D9A1E2_3,Código de valores y principios,,,no_match,NO_MATCH
13D9A1E2_16,Código de Ética y el Código de Conducta de la institución pública a la que este adscrito,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
13D9A1E2_16,Código de Ética De los Servidores Públicos para el Distrito Federal,Codigo de Etica de los Servidores Publicos para el Distrito Federal,13D9A1E2,safe,MATCH: 13D9A1E2
D95CE77C_31,código de visita domiciliaria de las personas integrantes de la Secretaría de Seguridad Pú,,,no_match,NO_MATCH
277527A3_35,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
277527A3_44,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
A38C6416_25,Código de Procedimientos Civiles para el Distrito Federal,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
FFE8242A_44,código de identificación único del Certificado,,,no_match,NO_MATCH
FAA2EE90_115,Código de Ética de Turismo para la Ciudad de México es el conjunto de principios y valores,,,no_match,NO_MATCH
9DEF584C_1,Código de Instituciones y Procedimientos Electorales del Distrito Federal,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
9DEF584C_2,Código de Instituciones y Procedimientos Electorales del Distrito Federal,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
CDE08356_2,Código de Instituciones y Procedimientos Electorales de la Ciudad de México,Codigo de Instituciones y Procedimientos Electorales de la Ciudad de Mexico,98C6B489,safe,MATCH: 98C6B489
CDE08356_52,Código de Comercio o el Código Civil para el Distrito Federal,Codigo Civil para el Distrito Federal,2F07FC1B,safe,MATCH: 2F07FC1B
9BCBA905_3,Código de Responsabilidad Parlamentaria del Congreso de la Ciudad de México,Codigo de Responsabilidad parlamentaria del Congreso de la Ciudad de Mexico,9BCBA905,safe,MATCH: 9BCBA905
0FC021B6_4,Código de Procedimientos Civiles para la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
0FC021B6_5BIS,código de confianza adscrito al Instituto de Verificación Administrativa de la Ciudad de M,,,no_match,NO_MATCH
F81E96C7_3,Código de Procedimientos Penales y Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
0C17331C_2,Código de Procedimientos Penales,,,no_match,NO_MATCH
0C17331C_2,Código de Procedimientos Penales para el Distrito Federal,,,no_match,NO_MATCH
0C17331C_3,Código de Procedimientos Penales,,,no_match,NO_MATCH
B81C2F29_3,Código de Conducta para las personas servidoras públicas que se encuentran adscritas y com,Codigo de Etica de la Administracion Publica de la Ciudad de Mexico,AC512D6A,safe,MATCH: AC512D6A
B81C2F29_3,Código de Conducta de los CJM,,,no_match,NO_MATCH
A09725E8_59,Código de Procedimientos Civiles,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
A09725E8_102,Código de Procedimientos Civiles del Distrito Federal y demás normatividad aplicable,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
A582EA42_1,código de identificación personal y números telefónicos de reporte,,,no_match,NO_MATCH
A582EA42_12,código de identificación personal y números telefónicos de reporte,,,no_match,NO_MATCH
A582EA42_18,código de identificación personal impreso en la placa o pulsera proporcionada a la persona,,,no_match,NO_MATCH
81B02B58_1,Código de Procedimientos Civiles para la Ciudad de México,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,safe,MATCH: 35C270ED
